Initialized
Press Enter to quit...
Connected
(1563.34, 0.886221)
(1573.62, 0.884945)
(1589.68, 0.908888)
(1608.64, 0.920578)
(1617.38, 0.921335)
(1633.51, 0.908263)
(1648.05, 0.895271)
(1669.33, 0.889256)
(1687.35, 0.889084)
(1718.66, 0.895691)
(1744.99, 0.913743)
(1756.43, 0.909749)
(1769.85, 0.901965)
(1783.65, 0.905307)
(1823.79, 0.850625)
(1867.26, 0.829675)
(1883.6, 0.819857)
(1885, 0.82156)
(1885.64, 0.822493)
(1889, 0.830197)
(1902.24, 0.859393)
(1918.48, 0.852123)
(1923.9, 0.857831)
(1937.53, 0.857245)
(1949.42, 0.854584)
(1951.94, 0.856189)
(1955.54, 0.855863)
(1959.28, 0.870848)
(1973.22, 0.867831)
(1979.42, 0.864531)
(1981.7, 0.863862)
(2013.69, 0.82679)
(2024.85, 0.813881)
(2026.93, 0.824355)
(2027.75, 0.828579)
(2033.99, 0.838328)
(2040.13, 0.845762)
(2043.25, 0.849529)
(2046.5, 0.84704)
(2048.58, 0.845448)
(2049.9, 0.84444)
(2050.82, 0.843738)
(2057.65, 0.863281)
(2059.23, 0.865661)
(2058.82, 0.867121)
(2058.69, 0.867581)
(2055.51, 0.863041)
(2053.25, 0.865019)
(2050.24, 0.860213)
(2046.99, 0.855663)
(2042.56, 0.853583)
(2039.73, 0.852747)
(2036.45, 0.85538)
(2034.14, 0.863756)
(2018.35, 0.870616)
(1993.37, 0.873527)
(1976.22, 0.879701)
(1952.92, 0.884009)
(1938.81, 0.881133)
(1907.07, 0.882303)
(1861.49, 0.880126)
(1819.49, 0.882061)
(1786.5, 0.883965)
(1769.19, 0.882997)
(1740.45, 0.881604)
(1698.81, 0.878925)
(1656.33, 0.881672)
(1611.53, 0.882485)
(1556.5, 0.893336)
(1511.25, 0.89409)
(1465.82, 0.896122)
(1428.3, 0.898549)
(1392.68, 0.900408)
(1291.48, 0.855705)
(1236.17, 0.841767)
(1201.53, 0.839753)
(1184.07, 0.838361)
(1195.95, 0.857048)
(1195.19, 0.866827)
(1191.58, 0.870792)
(1170.45, 0.873364)
(1144.03, 0.873317)
(1112.68, 0.877468)
(1093.56, 0.87645)
(1023.63, 0.86011)
(1012.7, 0.866041)
(1004.97, 0.869832)
(982.188, 0.864937)
(960.143, 0.870079)
(939.61, 0.872467)
(921.191, 0.870517)
(901.668, 0.869781)
(884.665, 0.867491)
(868.907, 0.865538)
(848.993, 0.862176)
(831.779, 0.857367)
(814.486, 0.852888)
(797.023, 0.848113)
(781.519, 0.843999)
(768.322, 0.837822)
(757.682, 0.833851)
(746.872, 0.831025)
(735.657, 0.829564)
(726.69, 0.826218)
(707.273, 0.823968)
(684.225, 0.821667)
(669.965, 0.820806)
(659.915, 0.819671)
(649.131, 0.817962)
(639.275, 0.815747)
(629.997, 0.814712)
(620.171, 0.813311)
(613.587, 0.812269)
(607.058, 0.811338)
(601.835, 0.810581)
(597.365, 0.80977)
(592.745, 0.809059)
(588.261, 0.808654)
(582.929, 0.807921)
(578.832, 0.807365)
(575.57, 0.807095)
(573.172, 0.806636)
(570.949, 0.806046)
(569.059, 0.805418)
(567.441, 0.804734)
(565.751, 0.803893)
(564.285, 0.803024)
(563.034, 0.802342)
(561.966, 0.801783)
(561.089, 0.801367)
(560.163, 0.800621)
(559.324, 0.799962)
(558.533, 0.799145)
(557.705, 0.798438)
(556.658, 0.797868)
(555.355, 0.797234)
(553.595, 0.796635)
(550.558, 0.795653)
(547.71, 0.794843)
(544.24, 0.794275)
(541.171, 0.793891)
(536.724, 0.792839)
(530.512, 0.790509)
(524.165, 0.78885)
(518.334, 0.786958)
(512.975, 0.785565)
(508.057, 0.785276)
(503.708, 0.78503)
(499.344, 0.783807)
(495.581, 0.782724)
(490.187, 0.781222)
(485.618, 0.780236)
(481.808, 0.779461)
(477.518, 0.778705)
(473.105, 0.7778)
(470.345, 0.777438)
(467.742, 0.777489)
(464.861, 0.777646)
(461.366, 0.77756)
(458.125, 0.777325)
(455.709, 0.777003)
(454.56, 0.776871)
(452.641, 0.776761)
(451.003, 0.776488)
(449.069, 0.776022)
(446.989, 0.776054)
(445.802, 0.77649)
(445.051, 0.776819)
(445.309, 0.777966)
(445.547, 0.779184)
(446.036, 0.780447)
(446.387, 0.781552)
(446.723, 0.782908)
(446.714, 0.784385)
(446.594, 0.785494)
(446.571, 0.786275)
(446.567, 0.786905)
(446.639, 0.78776)
(446.186, 0.787809)
(445.827, 0.787896)
(445.541, 0.788085)
(445.088, 0.788643)
(444.565, 0.789078)
(443.809, 0.789108)
(442.958, 0.789304)
(442.247, 0.789447)
(441.614, 0.789514)
(440.367, 0.789067)
(439.318, 0.788923)
(438.747, 0.788877)
(438.691, 0.788801)
(438.476, 0.788698)
(438.459, 0.788355)
(438.417, 0.788042)
(438.104, 0.787477)
(437.977, 0.787077)
(437.998, 0.786628)
(437.865, 0.78616)
(437.79, 0.78516)
(437.685, 0.784253)
(438.109, 0.783779)
(438.388, 0.783519)
(437.535, 0.783091)
(437.044, 0.783438)
(436.513, 0.783491)
(436.157, 0.782774)
(435.556, 0.781861)
(435.008, 0.781369)
(434.232, 0.780398)
(433.102, 0.780286)
(431.529, 0.780842)
(430.345, 0.781378)
(428.389, 0.781997)
(427.275, 0.782532)
(424.347, 0.783247)
(419.904, 0.784001)
(416.725, 0.784839)
(411.886, 0.785578)
(406.292, 0.785577)
(402.437, 0.78468)
(397.161, 0.782966)
(392.075, 0.782213)
(387.972, 0.781337)
(384.642, 0.780537)
(381.332, 0.779885)
(378.076, 0.779656)
(375.054, 0.7787)
(371.476, 0.777862)
(369.11, 0.777424)
(365.99, 0.776217)
(362.81, 0.774817)
(359.944, 0.77356)
(357.189, 0.772196)
(355.16, 0.77114)
(352.85, 0.770267)
(350.977, 0.769447)
(348.897, 0.768634)
(345.726, 0.766699)
(343.193, 0.764584)
(340.623, 0.760855)
(338.351, 0.759189)
(337.936, 0.75687)
(337.141, 0.755691)
(336.37, 0.755041)
(336.11, 0.754164)
(335.78, 0.753591)
(334.868, 0.754003)
(334.486, 0.754163)
(334.229, 0.7541)
(334.114, 0.753875)
(333.927, 0.753954)
(333.998, 0.753803)
(334.713, 0.756227)
(334.617, 0.756364)
(335.017, 0.757574)
(335.368, 0.758716)
(335.371, 0.759177)
(334.931, 0.759374)
(334.241, 0.75953)
(333.913, 0.759991)
(334.261, 0.759807)
(334.688, 0.760268)
(335.946, 0.760518)
(336.201, 0.759604)
(336.76, 0.757994)
(337.266, 0.753321)
(337.815, 0.746844)
(342.426, 0.735393)
(342.176, 0.731596)
(341.958, 0.71325)
(342.4, 0.701801)
(344.464, 0.684166)
(349.36, 0.651122)
(353.152, 0.619592)
(356.293, 0.590675)
(355.829, 0.573792)
(354.535, 0.561729)
(352.413, 0.553871)
(347.803, 0.548113)
(344.858, 0.544407)
(342.618, 0.541981)
(341.229, 0.539826)
(340.279, 0.537973)
(339.169, 0.535963)
(337.923, 0.533764)
(336.831, 0.532102)
(335.059, 0.529535)
(332.369, 0.526676)
(328.658, 0.522354)
(326.692, 0.519509)
(325.1, 0.517159)
(322.914, 0.514316)
(320.635, 0.511438)
(318.152, 0.50869)
(315.774, 0.506235)
(313.697, 0.503758)
(310.983, 0.500856)
(308.297, 0.49756)
(302.716, 0.493389)
(296.61, 0.486688)
(286.18, 0.482269)
(280.751, 0.478711)
(278.2, 0.474375)
(273.342, 0.470625)
(268.752, 0.467862)
(264.032, 0.466444)
(262.052, 0.464138)
(258.214, 0.460127)
(255.052, 0.456665)
(250.516, 0.455338)
(247.27, 0.454639)
(245.142, 0.453947)
(241.89, 0.454446)
(239.561, 0.454663)
(237.727, 0.454746)
(237.648, 0.453787)
(236.993, 0.452658)
(234.522, 0.448496)
(232.264, 0.44614)
(230.449, 0.44578)
(229.663, 0.445786)
(228.202, 0.446773)
(228.277, 0.44673)
(229.896, 0.446104)
(232.11, 0.445512)
(233.449, 0.445985)
(241.441, 0.445263)
(253.251, 0.443916)
(268.023, 0.444518)
(283.627, 0.44778)
(306.437, 0.454493)
(329.737, 0.460986)
(355.085, 0.46816)
(383.016, 0.474896)
(413.775, 0.481718)
(449.702, 0.491176)
(489.156, 0.497988)
(526.375, 0.504048)
(567.058, 0.507229)
(608.225, 0.512746)
(652.332, 0.515613)
(695.34, 0.518932)
(738.051, 0.51731)
(779.397, 0.518688)
(818.971, 0.519441)
(858.038, 0.517757)
(891.452, 0.520398)
(921.741, 0.520772)
(950.849, 0.519974)
(979.612, 0.519249)
(996.736, 0.516556)
(1012.48, 0.515561)
(1025.68, 0.512255)
(1033.72, 0.510777)
(1037.26, 0.509973)
(1038.07, 0.509627)
(1037.89, 0.509531)
(1034.7, 0.508982)
(1023.34, 0.511318)
(1002.1, 0.512122)
(980.423, 0.51303)
(953.259, 0.512546)
(923.929, 0.511733)
(896.99, 0.511666)
(868.5, 0.513651)
(843.126, 0.514853)
(816.896, 0.516886)
(791.242, 0.518191)
(766.277, 0.519141)
(742.411, 0.520029)
(721.583, 0.52031)
(700.973, 0.519456)
(683.073, 0.518475)
(649.59, 0.537385)
(640.079, 0.531663)
(631.463, 0.528515)
(621.699, 0.526187)
(610.327, 0.525328)
(596.739, 0.523688)
(584.457, 0.522883)
(573.593, 0.522061)
(560.929, 0.521082)
(548.668, 0.521123)
(534.656, 0.522289)
(522.608, 0.522257)
(511.427, 0.521204)
(498.588, 0.52049)
(487.19, 0.519738)
(474.482, 0.518948)
(464.829, 0.517001)
(457.087, 0.516534)
(450.718, 0.5167)
(443.502, 0.516215)
(437.628, 0.516096)
(432.801, 0.515405)
(428.333, 0.51492)
(424.054, 0.51456)
(420.085, 0.513906)
(417.586, 0.513383)
(415.292, 0.512965)
(413.533, 0.512517)
(412.41, 0.512039)
(412.165, 0.511602)
(413.022, 0.511298)
(416.276, 0.51057)
(424.797, 0.510781)
(438.356, 0.509962)
(454.51, 0.510608)
(472.309, 0.512428)
(494.553, 0.515897)
(515.334, 0.516889)
(534.658, 0.519607)
(554.485, 0.519973)
